Rk,,Yrs,Yr-Yr,G,W,L,T,W-L%,G > .500,Yr plyf,G plyf,W plyf,L plyf,W-L%,AvRk,BstRk,Chmp,SBwl,Conf
214,Doug Graber,3,1987-1989,0,0,0,0,,0,0,0,0,0,,4.0,3,0,0,0
215,Otto Graham+,3,1966-1968,42,17,22,3,.436,-5,0,0,0,0,,3.7,3,0,0,0
216,Bud Grant,18,1967-1985,259,158,96,5,.622,62,12,22,10,12,.455,1.8,1,0,0,4
217,Todd Grantham,3,2005-2007,0,0,0,0,,0,0,0,0,0,,2.7,1,0,0,0
218,Jerry Gray,6,2001-2011,0,0,0,0,,0,0,0,0,0,,3.3,2,0,0,0
219,Dennis Green,13,1992-2006,207,113,94,0,.546,19,8,12,4,8,.333,2.4,1,0,0,0
220,Forrest Gregg+,11,1975-1987,161,75,85,1,.469,-10,2,4,2,2,.500,2.8,1,0,0,1
221,Hal Griffen,1,1930,14,5,6,3,.455,-1,0,0,0,0,,7.0,7,0,0,0
222,Tex Grigg,1,1925,7,0,6,1,.000,-6,0,0,0,0,,16.0,16,0,0,0
223,Al Groh,6,1991-2000,16,9,7,0,.563,2,0,0,0,0,,2.8,1,0,0,0
224,Jay Gruden,1,2011,0,0,0,0,,0,0,0,0,0,,3.0,3,0,0,0
225,Jon Gruden,14,1995-2008,176,95,81,0,.540,14,5,9,5,4,.556,2.1,1,1,1,1
226,Paul Hackett,9,1993-2004,0,0,0,0,,0,0,0,0,0,,1.8,1,0,0,0
227,Joe Haering,1,1995,0,0,0,0,,0,0,0,0,0,,2.0,2,0,0,0
228,Hinkey Haines,1,1931,4,1,3,0,.250,-2,0,0,0,0,,7.0,7,0,0,0
229,George Halas+,40,1920-1967,497,318,148,31,.682,170,8,9,6,3,.667,2.7,1,6,0,0
230,Todd Haley,5,2007-2011,45,19,26,0,.422,-7,1,1,0,1,.000,2.7,1,0,0,0
231,Phil Handler,5,1943-1951,38,4,34,0,.105,-30,0,0,0,0,,4.6,3,0,0,0
232,Ray Handley,2,1991-1992,32,14,18,0,.438,-4,0,0,0,0,,4.0,4,0,0,0
233,Jim Hanifan,7,1980-1989,93,39,53,1,.424,-14,1,1,0,1,.000,3.7,2,0,0,0
234,Bo Hanley,1,1924,5,0,4,1,.000,-4,0,0,0,0,,16.0,16,0,0,0
235,Dick Hanley,1,1946,3,1,1,1,.500,0,0,0,0,0,,4.0,4,0,0,0
236,Hal Hanson,1,1932,12,2,7,3,.222,-5,0,0,0,0,,8.0,8,0,0,0
237,Jim Harbaugh,1,2011,16,13,3,0,.813,10,,,,,,1.0,1,0,0,0
238,John Harbaugh,4,2008-2011,64,44,20,0,.688,24,3,7,4,3,.571,1.5,1,0,0,0
239,Chick Harris,1,1994,0,0,0,0,,0,0,0,0,0,,4.0,4,0,0,0
240,Gil Haskell,11,1998-2008,0,0,0,0,,0,0,0,0,0,,2.1,1,0,0,0
Rk,,Yrs,Yr-Yr,G,W,L,T,W-L%,G > .500,Yr plyf,G plyf,W plyf,L plyf,W-L%,AvRk,BstRk,Chmp,SBwl,Conf
241,Jim Haslett,15,1996-2011,108,47,61,0,.435,-14,1,2,1,1,.500,3.0,1,0,0,0
242,Ralph Hawkins,2,1980-1989,0,0,0,0,,0,0,0,0,0,,5.0,5,0,0,0
243,Norb Hecker,3,1966-1968,31,4,26,1,.133,-22,0,0,0,0,,5.0,4,0,0,0
244,Ernie Hefferle,1,1975,8,1,7,0,.125,-6,0,0,0,0,,4.0,4,0,0,0
245,Jack Hegarty,1,1921,3,1,2,0,.333,-1,0,0,0,0,,12.0,12,0,0,0
246,Mike Heimerdinger,9,2000-2010,0,0,0,0,,0,0,0,0,0,,2.3,1,0,0,0
247,Mel Hein+,1,1947,3,2,1,0,.667,1,0,0,0,0,,3.0,3,0,0,0
248,Jack Heldt,1,1926,7,1,6,0,.143,-5,0,0,0,0,,19.0,19,0,0,0
249,Donnie Henderson,3,2004-2006,0,0,0,0,,0,0,0,0,0,,3.3,2,0,0,0
250,Gus Henderson,1,1939,11,6,5,0,.545,1,0,0,0,0,,3.0,3,0,0,0
251,Dutch Hendrian,1,1923,5,0,5,0,.000,-5,0,0,0,0,,16.0,16,0,0,0
252,Dan Henning,19,1983-2010,112,38,73,1,.342,-35,0,0,0,0,,3.1,1,0,0,0
253,Pete Henry+,2,1926-1928,23,3,17,3,.150,-14,0,0,0,0,,14.0,8,0,0,0
254,George Henshaw,5,1992-1996,0,0,0,0,,0,0,0,0,0,,3.2,2,0,0,0
255,Wally Hess,3,1922-1924,18,3,12,3,.200,-9,0,0,0,0,,13.3,10,0,0,0
256,Red Hickey,5,1959-1963,55,27,27,1,.500,0,0,0,0,0,,4.4,2,0,0,0
257,Max Hicks,1,1921,5,1,3,1,.250,-2,0,0,0,0,,13.0,13,0,0,0
258,Austin Higgins,1,1921,2,0,2,0,.000,-2,0,0,0,0,,18.0,18,0,0,0
259,George Hill,8,1985-1999,0,0,0,0,,0,0,0,0,0,,2.9,1,0,0,0
260,Bob Hollway,11,1971-1985,28,8,18,2,.308,-10,0,0,0,0,,3.0,1,0,0,0
261,Mike Holmgren,20,1989-2008,272,161,111,0,.592,50,12,24,13,11,.542,1.7,1,1,1,3
262,Mike Holovak,9,1961-1976,108,52,47,9,.525,5,1,2,1,1,.500,2.8,1,0,0,0
263,Lou Holtz,1,1976,13,3,10,0,.231,-7,0,0,0,0,,4.0,4,0,0,0
264,Ray Horton,1,2011,0,0,0,0,,0,0,0,0,0,,2.0,2,0,0,0
265,Arnie Horween,2,1923-1924,22,13,8,1,.619,5,0,0,0,0,,7.0,6,0,0,0
266,Jim Hostler,1,2007,0,0,0,0,,0,0,0,0,0,,3.0,3,0,0,0
267,Jim Lee Howell,7,1954-1960,84,53,27,4,.663,26,3,4,2,2,.500,2.0,1,1,0,0
268,Tommy Hudspeth,2,1976-1977,24,11,13,0,.458,-2,0,0,0,0,,3.0,3,0,0,0
269,Ken Huffine,1,1920,1,0,1,0,.000,-1,0,0,0,0,,14.0,14,0,0,0
270,Ed Hughes,9,1971-1988,14,4,9,1,.308,-5,0,0,0,0,,2.0,1,0,0,0
Rk,,Yrs,Yr-Yr,G,W,L,T,W-L%,G > .500,Yr plyf,G plyf,W plyf,L plyf,W-L%,AvRk,BstRk,Chmp,SBwl,Conf
271,Tommy Hughitt,5,1920-1924,56,34,15,7,.694,19,0,0,0,0,,6.0,1,0,0,0
272,Hal Hunter,1,1984,1,0,1,0,.000,-1,0,0,0,0,,4.0,4,0,0,0
273,John Idzik,4,1976-1979,0,0,0,0,,0,0,0,0,0,,3.5,3,0,0,0
274,Tut Imlay,1,1926,10,6,3,1,.667,3,0,0,0,0,,6.0,6,0,0,0
275,Lindy Infante,10,1982-1997,96,36,60,0,.375,-24,1,1,0,1,.000,2.4,1,0,0,0
276,Cecil Isbell,4,1947-1951,34,10,23,1,.303,-13,1,1,0,1,.000,4.3,1,0,0,0
277,Pop Ivy,6,1958-1963,76,32,42,2,.432,-10,1,1,0,1,.000,3.8,1,0,0,0
278,Hue Jackson,4,2003-2011,16,8,8,0,.500,0,0,0,0,0,,2.8,1,0,0,0
279,Milt Jackson,1,1991,0,0,0,0,,0,0,0,0,0,,5.0,5,0,0,0
280,Jeff Jagodzinski,1,2006,0,0,0,0,,0,0,0,0,0,,2.0,2,0,0,0
281,Dick Jauron,16,1995-2011,142,60,82,0,.423,-22,1,1,0,1,.000,3.1,1,0,0,0
282,Herb Joesting,1,1929,10,1,9,0,.100,-8,0,0,0,0,,11.0,11,0,0,0
283,Bill Johnson,3,1976-1978,33,18,15,0,.545,3,0,0,0,0,,2.3,1,0,0,0
284,Harvey Johnson,2,1968-1971,26,2,23,1,.080,-21,0,0,0,0,,5.0,5,0,0,0
285,Jim Johnson,14,1994-2008,0,0,0,0,,0,0,0,0,0,,2.5,1,0,0,0
286,Jimmy Johnson,9,1989-1999,144,80,64,0,.556,16,6,13,9,4,.692,2.7,1,2,2,2
287,Luke Johnsos,4,1942-1945,36,23,11,2,.676,12,2,2,1,1,.500,2.0,1,1,0,0
288,Al Jolley,2,1929-1933,12,1,10,1,.091,-9,0,0,0,0,,7.0,4,0,0,0
289,June Jones,7,1991-1998,58,22,36,0,.379,-14,1,1,0,1,.000,3.0,2,0,0,0
290,Ralph Jones,3,1930-1932,41,24,10,7,.706,14,0,0,0,0,,2.3,1,1,0,0
291,Ronnie Jones,2,1994-1995,0,0,0,0,,0,0,0,0,0,,4.0,3,0,0,0
292,Bull Karcis,1,1942,8,0,8,0,.000,-8,0,0,0,0,,5.0,5,0,0,0
293,Jim Kendrick,2,1923-1926,13,4,7,2,.364,-3,0,0,0,0,,14.0,9,0,0,0
294,Larry Kennan,6,1989-1997,0,0,0,0,,0,0,0,0,0,,3.5,1,0,0,0
295,Jack Keogh,1,1926,10,3,7,0,.300,-4,0,0,0,0,,13.0,13,0,0,0
296,Ed Khayat,2,1971-1972,25,8,15,2,.348,-7,0,0,0,0,,4.0,3,0,0,0
297,Walt Kiesling+,9,1939-1956,90,30,55,5,.353,-25,0,0,0,0,,4.1,2,0,0,0
298,Lane Kiffin,2,2007-2008,20,5,15,0,.250,-10,0,0,0,0,,3.0,3,0,0,0
299,Monte Kiffin,15,1991-2008,0,0,0,0,,0,0,0,0,0,,2.5,1,0,0,0
300,Greg Knapp,9,2001-2009,0,0,0,0,,0,0,0,0,0,,2.4,1,0,0,0
Rk,,Yrs,Yr-Yr,G,W,L,T,W-L%,G > .500,Yr plyf,G plyf,W plyf,L plyf,W-L%,AvRk,BstRk,Chmp,SBwl,Conf
301,Chuck Knox,22,1973-1994,334,186,147,1,.559,39,11,18,7,11,.389,2.5,1,0,0,0
302,Dirk Koetter,5,2007-2011,0,0,0,0,,0,0,0,0,0,,3.0,2,0,0,0
303,Herb Kopf,3,1944-1946,31,7,22,2,.241,-15,0,0,0,0,,4.0,3,0,0,0
304,Walt Koppisch,1,1925,9,1,6,2,.143,-5,0,0,0,0,,15.0,15,0,0,0
305,Rich Kotite,12,1985-1996,96,40,56,0,.417,-16,1,2,1,1,.500,3.5,2,0,0,0
306,Ollie Kraehe,1,1923,7,1,4,2,.200,-3,0,0,0,0,,14.0,14,0,0,0
307,Ed Kubale,1,1944,5,0,5,0,.000,-5,0,0,0,0,,5.0,5,0,0,0
308,Gary Kubiak,17,1995-2011,96,47,49,0,.490,-2,0,0,0,0,,2.4,1,0,0,0
309,Joe Kuharich,11,1952-1968,142,58,81,3,.417,-23,0,0,0,0,,3.5,2,0,0,0
310,Hank Kuhlmann,2,1989-1991,5,0,5,0,.000,-5,0,0,0,0,,4.5,4,0,0,0
311,Frank Kush,3,1982-1984,40,11,28,1,.282,-17,0,0,0,0,,4.3,4,0,0,0
312,Jim Laird,1,1926,13,5,7,1,.417,-2,0,0,0,0,,11.0,11,0,0,0
313,Curly Lambeau+,33,1921-1953,380,226,132,22,.631,94,5,5,3,2,.600,3.2,1,6,0,0
314,Tom Landry+,35,1954-1988,418,250,162,6,.607,88,18,36,20,16,.556,2.2,1,2,2,5
315,Dick LeBeau+,24,1984-2011,45,12,33,0,.267,-21,0,0,0,0,,2.6,1,0,0,0
316,Wally Lemm,10,1961-1970,135,64,64,7,.500,0,3,3,1,2,.333,3.0,1,1,0,0
317,Jim Leonard,1,1945,10,2,8,0,.200,-6,0,0,0,0,,5.0,5,0,0,0
318,John Levra,1,1985,0,0,0,0,,0,0,0,0,0,,3.0,3,0,0,0
319,Dave Levy,4,1987-1994,0,0,0,0,,0,0,0,0,0,,1.8,1,0,0,0
320,Marv Levy,17,1978-1997,255,143,112,0,.561,31,8,19,11,8,.579,2.6,1,0,0,4
321,Art Lewis,1,1938,8,4,4,0,.500,0,0,0,0,0,,4.0,4,0,0,0
322,Marvin Lewis,16,1996-2011,144,69,74,1,.483,-5,2,2,0,2,.000,2.9,1,0,0,0
323,Jim Lind,1,1999,0,0,0,0,,0,0,0,0,0,,1.0,1,0,0,0
324,Scott Linehan,10,2002-2011,36,11,25,0,.306,-14,0,0,0,0,,2.7,2,0,0,0
325,Vince Lombardi,15,1954-1969,136,96,34,6,.738,62,6,10,9,1,.900,1.7,1,5,2,2
326,Steve Loney,1,2005,0,0,0,0,,0,0,0,0,0,,2.0,2,0,0,0
327,Ron Lynn,11,1986-1996,0,0,0,0,,0,0,0,0,0,,4.1,3,0,0,0
328,Leo Lyons,2,1923-1924,7,0,7,0,.000,-7,0,0,0,0,,17.5,16,0,0,0
329,John Mackovic,4,1983-1986,64,30,34,0,.469,-4,1,1,0,1,.000,3.8,2,0,0,0
330,Dick MacPherson,2,1991-1992,32,8,24,0,.250,-16,0,0,0,0,,4.5,4,0,0,0
Rk,,Yrs,Yr-Yr,G,W,L,T,W-L%,G > .500,Yr plyf,G plyf,W plyf,L plyf,W-L%,AvRk,BstRk,Chmp,SBwl,Conf
331,John Madden,10,1969-1978,142,103,32,7,.763,71,8,16,9,7,.563,1.3,1,1,1,1
332,Lou Mahrt,1,1927,8,1,6,1,.143,-5,0,0,0,0,,10.0,10,0,0,0
333,Ray Malavasi,6,1966-1982,85,44,41,0,.518,3,3,6,3,3,.500,2.5,1,0,0,1
334,Eric Mangini,6,2005-2010,80,33,47,0,.413,-14,1,1,0,1,.000,2.7,1,0,0,0
335,Pete Mangurian,1,2003,0,0,0,0,,0,0,0,0,0,,4.0,4,0,0,0
336,Greg Manusky,5,2007-2011,0,0,0,0,,0,0,0,0,0,,2.2,1,0,0,0
337,Ted Marchibroda,20,1975-1998,186,87,98,1,.470,-11,4,6,2,4,.333,3.1,1,0,0,0
338,Rod Marinelli,5,2006-2011,48,10,38,0,.208,-28,0,0,0,0,,3.0,1,0,0,0
339,Steve Mariucci,9,1997-2005,139,72,67,0,.518,5,4,7,3,4,.429,2.7,1,0,0,0
340,Larry Marmie,6,2000-2005,0,0,0,0,,0,0,0,0,0,,3.3,2,0,0,0
341,Billy Marshall,2,1920-1921,15,3,8,4,.273,-5,0,0,0,0,,12.5,9,0,0,0
342,John Marshall,13,1983-2010,0,0,0,0,,0,0,0,0,0,,2.6,1,0,0,0
343,Josh Marshall,1,2008,0,0,0,0,,0,0,0,0,0,,3.0,3,0,0,0
344,Don Martindale,1,2010,0,0,0,0,,0,0,0,0,0,,4.0,4,0,0,0
345,Mike Martz,12,1999-2011,85,53,32,0,.624,21,4,7,3,4,.429,1.9,1,0,0,1
346,Ned Mathews,1,1946,5,2,2,1,.500,0,0,0,0,0,,4.0,4,0,0,0
347,Billie Matthews,2,1985-1986,0,0,0,0,,0,0,0,0,0,,4.5,4,0,0,0
348,Greg Mattison,2,2009-2010,0,0,0,0,,0,0,0,0,0,,1.5,1,0,0,0
349,John Mazur,6,1970-1980,30,9,21,0,.300,-12,0,0,0,0,,4.2,3,0,0,0
350,Don McCafferty,4,1970-1973,47,28,17,2,.622,11,2,5,4,1,.800,2.0,1,1,1,1
351,Mike McCarthy,12,2000-2011,96,63,33,0,.656,30,3,7,5,2,.714,2.2,1,1,1,1
352,Mike McCormack+,6,1973-1982,81,29,51,1,.363,-22,0,0,0,0,,3.8,3,0,0,0
353,Mike McCoy,3,2009-2011,0,0,0,0,,0,0,0,0,0,,2.3,1,0,0,0
354,Pete McCulley,1,1978,9,1,8,0,.111,-7,0,0,0,0,,4.0,4,0,0,0
355,Josh McDaniels,6,2006-2011,28,11,17,0,.393,-6,0,0,0,0,,2.2,1,0,0,0
356,Sean McDermott,3,2009-2011,0,0,0,0,,0,0,0,0,0,,1.7,1,0,0,0
357,Cap McEwan,2,1933-1934,21,9,11,1,.450,-2,0,0,0,0,,2.5,2,0,0,0
358,Alfred McGall,1,1930,3,0,3,0,.000,-3,0,0,0,0,,11.0,11,0,0,0
359,Dave McGinnis,8,1996-2003,57,17,40,0,.298,-23,0,0,0,0,,4.0,2,0,0,0
360,Wally McIlwain,1,1926,2,0,2,0,.000,-2,0,0,0,0,,16.0,16,0,0,0
Rk,,Yrs,Yr-Yr,G,W,L,T,W-L%,G > .500,Yr plyf,G plyf,W plyf,L plyf,W-L%,AvRk,BstRk,Chmp,SBwl,Conf
361,John McKay,9,1976-1984,133,44,88,1,.333,-44,3,4,1,3,.250,3.4,1,0,0,0
362,Ed McKeever,1,1948,14,1,13,0,.071,-12,0,0,0,0,,4.0,4,0,0,0
363,Ray McLean,2,1953-1958,14,1,12,1,.077,-11,0,0,0,0,,6.0,6,0,0,0
364,Greg McMackin,4,1995-1998,0,0,0,0,,0,0,0,0,0,,3.0,2,0,0,0
365,Bo McMillin,4,1948-1951,38,14,24,0,.368,-10,0,0,0,0,,4.5,4,0,0,0
366,Johnny McNally+,3,1937-1939,25,6,19,0,.240,-13,0,0,0,0,,4.0,3,0,0,0
367,Bill McPeak,6,1961-1973,70,21,46,3,.313,-25,0,0,0,0,,4.2,1,0,0,0
368,Bill McPherson,5,1989-1993,0,0,0,0,,0,0,0,0,0,,1.2,1,0,0,0
369,John McVay,3,1976-1978,37,14,23,0,.378,-9,0,0,0,0,,4.3,4,0,0,0
370,Jack Meagher,1,1946,6,1,5,0,.167,-4,0,0,0,0,,4.0,4,0,0,0
371,Ron Meeks,9,2002-2010,0,0,0,0,,0,0,0,0,0,,1.8,1,0,0,0
372,Harry Mehre,1,1923,9,2,5,2,.286,-3,0,0,0,0,,13.0,13,0,0,0
373,Ken Meyer,4,1977-1980,14,5,9,0,.357,-4,0,0,0,0,,2.5,1,0,0,0
374,Ron Meyer,9,1982-1991,104,54,50,0,.519,4,2,2,0,2,.000,2.8,1,0,0,0
375,Walt Michaels,6,1977-1982,87,39,47,1,.453,-8,2,4,2,2,.500,3.2,2,0,0,0
376,John Michelosen,4,1948-1951,48,20,26,2,.435,-6,0,0,0,0,,3.0,2,0,0,0
377,Keith Millard,1,2011,0,0,0,0,,0,0,0,0,0,,4.0,4,0,0,0
378,Mike Miller,1,2011,0,0,0,0,,0,0,0,0,0,,2.0,2,0,0,0
379,Red Miller,4,1977-1980,62,40,22,0,.645,18,3,5,2,3,.400,1.8,1,0,0,1
380,Wayne Millner+,1,1951,10,2,8,0,.200,-6,0,0,0,0,,5.0,5,0,0,0
381,Curtis Modkins,2,2010-2011,0,0,0,0,,0,0,0,0,0,,3.5,3,0,0,0
382,Dick Modzelewski,7,1976-1987,1,0,1,0,.000,-1,0,0,0,0,,3.3,2,0,0,0
383,Gary Moeller,2,2000-2001,7,4,3,0,.571,1,0,0,0,0,,4.0,3,0,0,0
384,Keith Molesworth,1,1953,12,3,9,0,.250,-6,0,0,0,0,,5.0,5,0,0,0
385,Jim Mora,4,2004-2009,64,31,33,0,.484,-2,1,2,1,1,.500,2.5,1,0,0,0
386,Jim Mora,18,1982-2003,231,125,106,0,.541,19,6,6,0,6,.000,2.6,1,0,0,0
387,Charley Moran,1,1927,8,2,5,1,.286,-3,0,0,0,0,,7.0,7,0,0,0
388,Marty Mornhinweg,12,1997-2011,32,5,27,0,.156,-22,0,0,0,0,,2.6,1,0,0,0
389,Raheem Morris,3,2009-2011,48,17,31,0,.354,-14,0,0,0,0,,3.6,3,0,0,0
390,Bill Muir,10,1989-2011,0,0,0,0,,0,0,0,0,0,,2.6,1,0,0,0
Rk,,Yrs,Yr-Yr,G,W,L,T,W-L%,G > .500,Yr plyf,G plyf,W plyf,L plyf,W-L%,AvRk,BstRk,Chmp,SBwl,Conf
391,Mike Mularkey,10,2001-2011,32,14,18,0,.438,-4,0,0,0,0,,2.2,1,0,0,0
392,Brick Muller,1,1926,10,6,3,1,.667,3,0,0,0,0,,6.0,6,0,0,0
393,Johnny Murphy,1,1924,4,0,4,0,.000,-4,0,0,0,0,,16.0,16,0,0,0
394,Bill Musgrave,4,2000-2011,0,0,0,0,,0,0,0,0,0,,3.0,2,0,0,0
395,Jim Myers,4,1973-1976,0,0,0,0,,0,0,0,0,0,,1.8,1,0,0,0
396,Greasy Neale,10,1941-1950,111,63,43,5,.594,20,3,4,3,1,.750,2.4,1,2,0,0
397,Al Nesser,1,1926,2,0,1,1,.000,-1,0,0,0,0,,16.0,16,0,0,0
398,Ted Nesser,2,1920-1921,19,3,14,2,.176,-11,0,0,0,0,,15.0,13,0,0,0
399,Ernie Nevers+,4,1927-1939,41,12,27,2,.308,-15,0,0,0,0,,6.8,4,0,0,0
400,Nick Nicolau,3,1992-1994,0,0,0,0,,0,0,0,0,0,,3.7,3,0,0,0
401,Frank Nied,1,1926,6,1,3,2,.250,-2,0,0,0,0,,16.0,16,0,0,0
402,Mike Nixon,3,1959-1965,38,6,30,2,.167,-24,0,0,0,0,,6.0,5,0,0,0
403,Dick Nolan,12,1968-1981,156,69,82,5,.457,-13,3,5,2,3,.400,2.4,1,0,0,0
404,Mike Nolan,18,1993-2011,55,18,37,0,.327,-19,0,0,0,0,,2.7,1,0,0,0
405,Chuck Noll+,23,1969-1991,342,193,148,1,.566,45,12,24,16,8,.667,1.9,1,4,4,4
406,John North,3,1973-1975,34,11,23,0,.324,-12,0,0,0,0,,3.3,3,0,0,0
407,Bill O'Brien,1,2011,0,0,0,0,,0,0,0,0,0,,1.0,1,0,0,0
408,Fred O'Connor,1,1978,7,1,6,0,.143,-5,0,0,0,0,,4.0,4,0,0,0
409,George O'Leary,1,2003,0,0,0,0,,0,0,0,0,0,,2.0,2,0,0,0
410,Tom Olivadotti,9,1987-1995,0,0,0,0,,0,0,0,0,0,,2.1,1,0,0,0
411,Greg Olson,6,2005-2011,0,0,0,0,,0,0,0,0,0,,3.3,2,0,0,0
412,Rich Olson,2,2001-2002,0,0,0,0,,0,0,0,0,0,,3.5,3,0,0,0
413,Steve Owen+,23,1931-1953,268,151,100,17,.602,51,10,10,2,8,.200,2.3,1,2,0,0
414,Fred Pagac,2,2010-2011,0,0,0,0,,0,0,0,0,0,,3.5,3,0,0,0
415,Chuck Pagano,1,2011,0,0,0,0,,0,0,0,0,0,,1.0,1,0,0,0
416,Mike Palm,1,1933,7,3,3,1,.500,0,0,0,0,0,,4.0,4,0,0,0
417,Chris Palmer,9,1997-2011,32,5,27,0,.156,-22,0,0,0,0,,3.3,1,0,0,0
418,Bill Parcells,22,1979-2006,303,172,130,1,.570,42,10,19,11,8,.579,2.5,1,2,2,3
419,Jack Pardee,12,1975-1994,164,87,77,0,.530,10,5,6,1,5,.167,2.1,1,0,0,0
420,Buddy Parker,15,1949-1964,188,104,75,9,.581,29,3,4,3,1,.750,3.2,1,2,0,0
Rk,,Yrs,Yr-Yr,G,W,L,T,W-L%,G > .500,Yr plyf,G plyf,W plyf,L plyf,W-L%,AvRk,BstRk,Chmp,SBwl,Conf
421,Joe Pascale,6,1990-2001,0,0,0,0,,0,0,0,0,0,,4.5,3,0,0,0
422,Paul Pasqualoni,3,2008-2010,0,0,0,0,,0,0,0,0,0,,2.3,1,0,0,0
423,Jack Patera,7,1976-1982,94,35,59,0,.372,-24,0,0,0,0,,3.9,2,0,0,0
424,John Paul,1,1987,0,0,0,0,,0,0,0,0,0,,5.0,5,0,0,0
425,Sean Payton,9,2000-2011,96,62,34,0,.646,28,3,6,4,2,.667,1.9,1,1,1,1
426,John Pease,1,2002,0,0,0,0,,0,0,0,0,0,,3.0,3,0,0,0
427,Larry Peccatiello,20,1978-2000,0,0,0,0,,0,0,0,0,0,,2.7,1,0,0,0
